,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
1813,Landing Page Submission,Google,No,No,1,2,1099,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.5382410389472599,655793,0,Cold
1814,Landing Page Submission,Google,No,No,1,5,1090,5.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.735035987696815,624520,0,Medium
1815,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7022951865702896,606663,1,Medium
1816,Landing Page Submission,Direct Traffic,No,No,1,4,921,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.25464760722846363,627699,2,Cold
1817,API,Google,No,No,0,2,213,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.11746659842522178,608990,1,Cold
1818,Landing Page Submission,Direct Traffic,No,No,0,3,1349,1.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes,0.17172298128188135,639330,2,Cold
1819,Landing Page Submission,Organic Search,No,No,1,7,1245,7.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5230195915082586,625316,2,Cold
1820,Landing Page Submission,Organic Search,No,No,0,3,1328,1.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7162625601479621,596953,3,Medium
1821,Lead Add Form,OTROS,No,No,1,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6901385153040197,639134,0,Medium
1822,Landing Page Submission,Google,No,No,1,2,251,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2970652166720776,627315,0,Cold
1823,API,Organic Search,No,No,0,3,382,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3604274327262763,616347,5,Cold
1824,Landing Page Submission,Direct Traffic,No,No,1,4,281,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.358612694340005,586710,2,Cold
1825,Landing Page Submission,Direct Traffic,No,No,1,6,1494,1.5,OTROS,OTROS,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.9020823838667942,582047,0,Hot
1826,API,Google,No,No,1,6,305,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.14833638686010958,651477,5,Cold
1827,Lead Add Form,OTROS,No,No,1,0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No,0.990321048178668,587880,4,Hot
1828,Landing Page Submission,Google,No,No,0,5,1362,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.3945880974356642,648322,2,Cold
1829,Lead Add Form,Reference,No,No,1,0,0,0.0,Page Visited on Website,Operations Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No,0.9608840905149967,587940,4,Hot
1830,Landing Page Submission,Direct Traffic,No,No,1,4,30,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.07879928683605036,614200,2,Cold
1831,Landing Page Submission,Organic Search,No,No,0,4,1060,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6233000230830111,630339,3,Medium
1832,API,Google,No,No,1,2,681,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.7861395150447695,642146,0,Hot
1833,Landing Page Submission,Direct Traffic,No,No,0,2,341,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.43435925189493574,636524,3,Cold
1834,Landing Page Submission,Google,No,No,0,3,405,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.16041529344474367,621535,2,Cold
1835,API,Organic Search,No,No,0,1,348,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.037463715778404315,591233,5,Cold
1836,Landing Page Submission,Organic Search,No,No,0,10,869,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.253287545556138,652104,2,Cold
1837,Landing Page Submission,Direct Traffic,No,No,0,2,76,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.052270572672256564,642574,2,Cold
1838,Lead Add Form,OTROS,No,No,1,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6901385153040197,613583,0,Medium
1839,API,Google,No,No,0,3,450,1.5,Email Opened,Select,Student,No,No,No,No,No,No,14.0,16.0,No,0.24554682531349864,602217,1,Cold
1840,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.7950499733243255,658309,1,Hot
1841,Landing Page Submission,Google,No,No,1,2,1318,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7762664585254189,608492,0,Hot
1842,API,Google,No,No,1,8,1036,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8538451550842461,616206,0,Hot
1843,Landing Page Submission,Organic Search,No,No,0,5,164,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.09169917256216727,627679,2,Cold
1844,Landing Page Submission,Direct Traffic,No,No,1,2,181,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,19.0,Yes,0.18284480222260874,590832,0,Cold
1845,Landing Page Submission,Direct Traffic,No,No,0,4,859,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.39117988262310555,584024,2,Cold
1846,API,Google,No,No,1,10,932,2.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,16.0,16.0,No,0.8017547749085219,594496,5,Hot
1847,Landing Page Submission,Direct Traffic,No,No,0,2,190,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.05602524658506408,653302,2,Cold
1848,Landing Page Submission,Google,No,No,1,6,1069,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.8269533986407116,588589,0,Hot
1849,Landing Page Submission,Google,No,No,1,5,1715,1.67,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.925373082329735,636722,0,Hot
1850,Landing Page Submission,Organic Search,No,No,1,4,5,4.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes,0.3195544116527987,591029,0,Cold
1851,API,Google,No,No,1,2,1142,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.3862423820755026,651506,1,Cold
1852,API,Chat,No,No,1,0,0,0.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3176215283478192,598323,1,Cold
1853,Landing Page Submission,Google,No,No,0,5,88,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.32781122946489205,622713,3,Cold
1854,Landing Page Submission,Google,No,No,0,6,1049,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.752930783143059,642352,3,Medium
1855,Landing Page Submission,Google,No,No,0,6,369,6.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.16718680721024684,617063,2,Cold
1856,Landing Page Submission,Google,No,No,0,5,1004,2.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6703737677436523,611658,3,Medium
1857,API,Google,No,No,0,2,67,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.23289713608151286,616749,5,Cold
1858,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6316814634572641,620157,1,Medium
1859,API,OTROS,No,No,0,3,358,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.10410240853560192,624568,5,Cold
1860,Landing Page Submission,Direct Traffic,No,No,1,3,1353,3.0,Email Opened,OTROS,Student,No,No,No,No,No,No,15.0,17.0,Yes,0.8170578909889038,583924,2,Hot
1861,Lead Add Form,Reference,No,No,0,3,1028,2.4,OTROS,Human Resource Management,Working Professional,No,No,No,No,No,No,13.0,19.0,No,0.9940213029216678,588061,4,Hot
1862,Landing Page Submission,Direct Traffic,No,No,1,2,834,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes,0.667599095839227,582154,0,Medium
1863,Landing Page Submission,Direct Traffic,No,No,0,2,75,2.0,OTROS,Select,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.2832347667471722,620607,4,Cold
1864,Landing Page Submission,Direct Traffic,No,No,0,6,198,6.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.32748733104058947,591399,3,Cold
1865,Landing Page Submission,Organic Search,No,No,0,2,62,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.00932365014840916,604207,3,Cold
1866,Landing Page Submission,Google,No,No,0,3,477,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.2523799109899134,590371,3,Cold
1867,Landing Page Submission,Direct Traffic,No,No,0,1,1658,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.35506256551407367,601485,3,Cold
1868,Landing Page Submission,Organic Search,No,No,0,6,2,3.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.06045895633406133,627769,3,Cold
1869,Landing Page Submission,Direct Traffic,No,No,0,1,418,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,11.0,18.0,Yes,0.006570663669792796,590099,3,Cold
1870,Landing Page Submission,Direct Traffic,No,No,0,2,35,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.0565976591360179,623955,2,Cold
1871,Landing Page Submission,Direct Traffic,No,No,0,4,1768,4.0,SMS Sent,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9887518207774507,608897,4,Hot
1872,Landing Page Submission,Direct Traffic,No,No,1,3,230,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.33289633306762095,582727,2,Cold
1873,Landing Page Submission,Google,No,No,0,4,34,4.0,Email Opened,OTROS,Working Professional,No,No,No,No,No,No,13.0,17.0,No,0.4546131078591686,581489,4,Cold
1874,Landing Page Submission,Google,No,No,1,3,248,1.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2757840201915285,629414,0,Cold
1875,Landing Page Submission,Direct Traffic,No,No,0,4,322,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.3206976408128295,645699,3,Cold
1876,Lead Add Form,Reference,No,No,1,3,1248,1.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,14.0,20.0,Yes,0.9847497684848792,631406,1,Hot
1877,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8556823500516424,624353,0,Hot
1878,API,Organic Search,No,No,1,6,356,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.2408352522960555,580911,1,Cold
1879,Landing Page Submission,Google,No,No,1,4,1136,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4179152175008355,622495,2,Cold
1880,OTROS,OTROS,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2417692968035881,643276,1,Cold
1881,API,OTROS,No,No,0,7,103,3.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No,0.07421601272691483,652828,5,Cold
1882,Landing Page Submission,Direct Traffic,No,No,1,7,116,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.2091500747936134,657968,2,Cold
1883,Landing Page Submission,Google,No,No,0,5,215,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.2510497475732273,607416,3,Cold
1884,Landing Page Submission,Direct Traffic,No,No,1,2,118,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes,0.06400712478613436,644181,0,Cold
1885,Landing Page Submission,Direct Traffic,No,No,0,2,309,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10042214285587082,636075,2,Cold
1886,Landing Page Submission,Direct Traffic,No,No,0,4,492,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07456140055161417,622914,3,Cold
1887,API,Google,No,No,1,2,1310,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7694752720174243,613533,0,Hot
1888,Lead Add Form,Reference,No,No,1,3,1995,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9720817829152925,630779,5,Hot
1889,API,Chat,No,No,1,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.1298522476062394,654099,5,Cold
1890,OTROS,OTROS,No,No,1,0,0,0.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,16.0,No,0.9003952685853414,643281,4,Hot
1891,Landing Page Submission,Google,No,No,0,6,197,3.0,OTROS,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.15710459728675136,618270,3,Cold
1892,Landing Page Submission,Direct Traffic,No,No,1,7,1290,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.8038839682134747,631563,2,Hot
1893,Landing Page Submission,Direct Traffic,No,No,0,2,423,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes,0.5151515086865753,593339,2,Cold
1894,Landing Page Submission,Direct Traffic,No,No,0,2,497,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.3065588269885047,600434,3,Cold
1895,API,Organic Search,No,No,1,2,1484,1.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9263954594204177,610249,0,Hot
1896,Landing Page Submission,Google,No,No,0,7,397,7.0,Email Link Clicked,Travel and Tourism,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes,0.7326336962361968,583035,3,Medium
1897,API,Chat,No,No,1,0,0,0.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,16.0,No,0.4825494873589012,648681,1,Cold
1898,OTROS,OTROS,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No,0.7521891816910962,647992,4,Medium
1899,Landing Page Submission,Direct Traffic,No,No,0,5,582,2.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.24942166620744605,588797,2,Cold
1900,API,Chat,No,No,0,0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.047591210032223004,642028,5,Cold
1901,Lead Add Form,Reference,No,No,0,3,75,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.43392220979300766,606481,1,Cold
1902,API,Organic Search,No,No,1,3,2253,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No,0.9076454728372962,583083,1,Hot
1903,Landing Page Submission,Google,No,No,1,4,207,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.15293147464089532,591346,2,Cold
1904,Landing Page Submission,Google,No,No,0,4,285,4.0,OTROS,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.12100682277714941,588564,3,Cold
1905,Landing Page Submission,Direct Traffic,No,No,0,2,46,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.047957399066917566,584579,2,Cold
1906,Landing Page Submission,Organic Search,No,No,0,8,55,4.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes,0.1047231807200183,591333,3,Cold
1907,Landing Page Submission,Direct Traffic,No,No,0,20,1633,2.22,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4901421948359974,593057,3,Cold
1908,Landing Page Submission,Direct Traffic,No,No,1,2,526,2.0,OTROS,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.25394850647295825,657313,0,Cold
1909,Landing Page Submission,Direct Traffic,No,No,0,11,420,5.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.13544821153794784,597334,2,Cold
1910,Landing Page Submission,Google,No,No,0,5,2090,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.9315827346812807,626815,2,Hot
1911,Landing Page Submission,Direct Traffic,No,No,1,4,913,4.0,Email Opened,OTROS,Student,No,No,No,No,No,No,14.0,16.0,Yes,0.4136451154769696,613188,2,Cold
1912,API,OTROS,No,No,1,5,865,1.67,Chat Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.675931727906655,649316,5,Medium
1913,API,Chat,No,No,1,7,1516,3.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No,0.9512243111967577,580198,1,Hot
1914,API,Google,No,No,0,10,16,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.09332330476569352,632216,1,Cold
1915,Landing Page Submission,Direct Traffic,No,No,1,2,762,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.19408894626207912,595214,2,Cold
1916,API,Google,No,No,0,3,117,3.0,OTROS,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2539832169093139,601464,5,Cold
1917,Landing Page Submission,Organic Search,No,No,1,5,614,5.0,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes,0.5440043244361701,659038,0,Cold
1918,Landing Page Submission,Direct Traffic,No,No,0,7,171,2.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.03942568651032485,606951,3,Cold
1919,API,Google,No,No,0,2,114,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No,0.014579569468438129,580350,5,Cold
1920,Landing Page Submission,Direct Traffic,No,No,0,2,89,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes,0.03750502194475887,637589,2,Cold
1921,Landing Page Submission,OTROS,No,No,0,3,605,3.0,Email Opened,Travel and Tourism,Working Professional,No,No,No,No,No,No,14.0,12.0,Yes,0.6053256825176956,587683,4,Cold
1922,API,Google,No,No,1,2,1345,1.0,Email Opened,Business Administration,OTROS,No,No,No,No,No,No,14.0,16.0,No,0.9316130193683713,598165,1,Hot
1923,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.6216180113116084,653650,1,Cold
1924,API,Organic Search,No,No,1,2,1223,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8938457482346976,617188,0,Hot
1925,API,Organic Search,No,No,1,5,893,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.4681049633472457,651199,1,Cold
1926,API,Organic Search,No,No,1,13,475,2.17,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.5732537706274967,590095,0,Cold
1927,Landing Page Submission,Direct Traffic,No,No,1,2,1106,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.950326748373033,603831,4,Hot
1928,Landing Page Submission,Direct Traffic,No,No,1,5,1155,1.67,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes,0.36103718421337766,589807,2,Cold
1929,Landing Page Submission,Google,No,No,1,6,168,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.20564194710291836,651020,2,Cold
1930,Landing Page Submission,Direct Traffic,No,No,0,4,319,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.3507145358012064,600415,3,Cold
1931,API,Google,No,No,1,12,341,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.4239556166365128,650646,1,Cold
1932,Landing Page Submission,Google,No,No,1,5,1178,5.0,SMS Sent,Human Resource Management,Student,No,No,No,No,No,No,14.0,16.0,No,0.784639633207589,632940,0,Hot
1933,Landing Page Submission,Direct Traffic,No,No,0,2,298,2.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,14.0,16.0,Yes,0.14391267384070702,627772,2,Cold
1934,Lead Add Form,Reference,No,No,0,3,1057,2.4,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9447217986374992,628379,5,Hot
1935,Landing Page Submission,Google,No,No,1,2,1508,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8117815129074554,594049,0,Hot
1936,API,Direct Traffic,No,No,0,7,1028,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.32415614827644823,650655,1,Cold
1937,API,Direct Traffic,No,No,0,10,21,3.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.06717866901448859,648641,1,Cold
1938,API,Google,No,No,1,3,1490,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8274807237739804,616130,0,Hot
1939,Landing Page Submission,Direct Traffic,No,No,0,2,80,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.08257079023154267,616332,2,Cold
1940,Landing Page Submission,Google,No,No,1,7,1721,3.5,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,14.0,18.0,No,0.9932834788616232,584774,4,Hot
1941,API,Organic Search,No,No,1,2,1248,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.49379438022845606,594769,1,Cold
1942,API,Google,No,No,1,5,1484,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8301970968154518,640073,0,Hot
1943,Landing Page Submission,Google,No,No,0,5,180,5.0,Chat Conversation,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No,0.010870938010612249,580072,3,Cold
1944,API,Google,No,No,0,9,318,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No,0.5931342484824662,627715,1,Cold
1945,Landing Page Submission,Organic Search,No,No,1,8,924,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.2900990803642951,597906,2,Cold
1946,Landing Page Submission,Direct Traffic,No,No,0,8,61,8.0,Page Visited on Website,Human Resource Management,Student,No,No,No,No,No,No,15.0,20.0,Yes,0.2242129879401479,626291,3,Cold
1947,Landing Page Submission,Google,No,No,1,1,214,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No,0.07836224701581182,656457,0,Cold
1948,Landing Page Submission,Direct Traffic,No,No,1,5,745,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4706274290976598,624438,0,Cold
1949,API,Google,No,No,1,24,282,3.43,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No,0.8913370345877992,608819,0,Hot
1950,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.020773206062786393,589299,5,Cold
1951,API,Google,No,No,1,2,1090,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.20794435245871207,591462,1,Cold
1952,Landing Page Submission,Direct Traffic,No,No,0,7,298,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.1609022601458305,634779,2,Cold
1953,Landing Page Submission,Google,No,No,0,10,877,3.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.1888648921861356,625137,3,Cold
1954,API,Organic Search,No,No,0,11,714,11.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.28566970041443196,603796,1,Cold
1955,Landing Page Submission,Direct Traffic,No,No,1,3,166,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.21331465090221421,596541,0,Cold
1956,Landing Page Submission,Direct Traffic,No,No,0,2,132,2.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07282766448642676,603800,3,Cold
1957,Landing Page Submission,Google,No,No,0,5,75,2.5,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes,0.03268717020948436,651241,3,Cold
1958,Landing Page Submission,Direct Traffic,No,No,0,7,22,7.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.24183530309297208,599707,3,Cold
1959,Landing Page Submission,Direct Traffic,No,No,0,3,89,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes,0.06016839740792289,583178,3,Cold
1960,API,Organic Search,No,No,1,8,10,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2289612784848844,608852,0,Cold
1961,API,Chat,No,No,1,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.10242427399867536,640674,1,Cold
1962,Landing Page Submission,Organic Search,No,No,0,13,181,13.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.26285443725983687,598461,3,Cold
1963,Landing Page Submission,Organic Search,No,No,1,9,1424,2.25,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7669227759076054,601514,0,Medium
1964,API,Organic Search,No,No,1,6,1276,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No,0.9330506836433129,651246,1,Hot
1965,API,Google,No,No,0,2,33,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.025496965453524926,630630,5,Cold
1966,Landing Page Submission,Google,No,No,0,4,239,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.11290734936578423,623195,2,Cold
1967,Landing Page Submission,Google,No,No,0,4,107,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.24652302662860937,609182,3,Cold
